id,description,code,code,unit_size,category,link,rank,price,cost,created_at,updated_at
3175c5d0-21e6-4354-a1d8-fd2c36c38bd6,"Extintor tipo ""K"" acetato de potasio ( 2.5 gal  / 9 litros ) - IMPORTADO",EXK-9,EXK-9,und,lucha contra incendio,https://tellsenales.com/seguridad/extintor-de-clase-k-acetato-de-potasio/,0,320,260,2024-08-21 15:06:21.758808,2024-09-19 20:14:56.421
31d8679d-41af-4ce2-84d0-471774b147fe,Señal vertical preventiva con soporte compuesto de aluminio 4mm +  lamina reflectiva tipo I Grado Ingeniería (GI) + pictograma vinil rotulado,sgp30,sgp30,30x30cm,viales,,0,32,12,2024-01-02 18:55:55.04,2024-01-02 18:55:55.04
31f54f45-c815-4059-a15f-54161474f7c8,"Caja x 30 unds cinta de doble contacto 19mm x 33mts - verde Escocés  - Astara ",CD-AST-BOX,CD-AST-BOX,Caja,cintas seguridad,https://tellsenales.com/seguridad/cinta-doble-contacto-19mm-x-33mts-astara/,0,700,375,2024-04-03 00:08:49.541,2024-08-24 22:56:06.933
335408f9-e86b-4e0f-a071-02eb03ad6c21,VINIL FOTOLUMINISCENTE verde brilloso 61cm x 45.7M - Reflexlite,R60-FTB,R60-FTB,Rollo,viniles,https://tellsenales.com/seguridad/vinil-fotoluminiscente-verde-brilloso-61cm/,0,1100,810,2023-09-13 15:37:10.627,2024-11-06 22:00:12.832
3375d9ae-f742-4e05-ac69-5a21275d09e1,"Poste de señalización ( fierro galvanizado ) 2"" Ø x 3M. Pintado: doble capa anticorrosiva y doble capa  gloss en patron zebra ( cada 30cm ) - incluye accesorios pernos, tuercas, arandelas y anclaje",PSG2X2X3,PSG2X2X3,und,viales,https://tellsenales.com/seguridad/postes-metalicos-para-senalizacion-vial-duraderos-visibles-y-versatiles/,0,150,110,2023-08-03 03:38:19.427,2024-08-26 21:08:45.775
34b97acb-f47c-458e-b688-c4cabe1e6865,Juego de Plantilla Alfabeto en aluminio  offset de 0.3MM [ A - Z ],PLA-A10,PLA-A10,10cm,seguridad,https://tellsenales.com/seguridad/plantilla-de-alfabeto-metalicos-para-pintar-de-a-z/,0,90,60,2024-05-09 21:13:43.412,2024-08-24 22:36:07.712
3502b63b-9e0e-4da1-ae0c-b729c7fd1803,Señal fotoluminiscente con soporte pvc celtex 3 mm y pictograma en vinil rotulado (troquelado),Ft60x30,Ft60x30,60x30cm,fotoluminiscente,,7,21,9,2023-10-22 23:13:37.024,2023-10-22 23:13:37.024
35d2b689-29da-41c7-83e1-0e395ea2ff26,"Cinta Doble Contacto 3M VHB 4910 - Transparente 3/4"" (19mm) x 33 M ",VHB19,VHB19,rollo,cintas seguridad,https://tellsenales.com/seguridad/cinta-doble-contacto-3m-vhb-4910-transparente-19mm-x-33-m-grueso/,0,115,85,2023-08-03 03:38:19.427,2024-11-14 18:44:58.571
36192997-61b3-4fa0-8144-e292f45ae451,"Cinta reflectiva 2"" x 45.7M. marca Reflexlite, color blanco",CRBL-4,CRBL-4,rollo,cintas seguridad,https://tellsenales.com/seguridad/cinta-reflectiva-4-pulgadas-10-cm-x-45-7mts-reflexlite/,0,320,320,2023-08-03 03:38:19.427,2024-08-24 23:22:00.748
3638f94b-fa38-4d7a-a97a-9246b778b8c9,Señal para obras vinil + sobrelaminado ( Protección UV ) + soporte MDF (Trupan Génerico ) 5.5MM,TRU150X85,TRU150X85,150x85cm,obras,https://tellsenales.com/seguridad/senales-temporales-vinil-con-soporte-triplay-4mm-para-obras-y-construccion/,0,85,45,2024-10-28 15:12:59.208,2024-10-28 15:14:30.509
36d8ebea-327c-4c56-8090-cb1df116a666,"Cinta Peligro 5"" x 200 M. - color rojo",CPRJ200,CPRJ200,rollo,cintas seguridad,https://tellsenales.com/seguridad/cinta-peligro-amarillo-o-rojo/,0,35,25,2023-08-03 03:38:19.427,2024-09-19 20:28:57.248
36fd422d-337e-478b-847e-95fcaabcce17,Sustrato de aluminio Lámina reflectiva amarillo limón tipo XI Grado Diamante (DG3) 3M con pictograma rotulado en vinil color negro,SDG3,SDG3,30 X45,viales,,0,85,60,2024-05-14 16:53:29.361,2024-05-14 16:53:29.361
378b6d98-f855-470f-8f6c-58b471d5762c,Señal para obras vinil + sobrelaminado ( Protección UV ) + soporte MDF (Trupan Génerico ) 5.5MM,TRU80X80,TRU80X80,80x80cm,obras,https://tellsenales.com/seguridad/senales-temporales-vinil-con-soporte-triplay-4mm-para-obras-y-construccion/,0,60,30,2024-03-23 15:36:57.465,2024-10-28 15:09:49.193
37b7499d-7271-4cd5-8376-7f706d391949,Señal CONVENCIONAL Vinil Arclad + sobrelaminado brillo (protección UV) aplicado en soporte PVC celtex de 5 mm,PVC60X80-5,PVC60X80-5,60x80cm,convencionales,https://tellsenales.com/seguridad/senal-vinil-laminado-con-base-pvc-celtex-3mm/,8,40,20,2024-08-26 21:57:28.141,2024-09-21 23:47:02.537
386fcc13-2d0d-46cd-bd69-7e1b07708712,"Rollo vinil reflectivo grado ingenieria reflexlite de 61 cm - color: Blanco, rojo, amarillo ambar, amarillo limón, naranja, azul, verde, negro",RGI-REF,RGI-REF,rollo,viniles,https://tellsenales.com/seguridad/vinil-reflectivo-grado-ingenieria-reflexlite-de-61cm/,0,350,280,2023-08-03 03:38:19.427,2024-09-19 21:32:32.733
38f128f8-a710-41f3-8531-5b5cea89c973,Señal para obras vinil Arclad laminado con soporte triplay 4 mm,Tr75x75,Tr75x75,75x75cm,obras,,0,40,26,2023-10-22 23:22:15.674,2023-10-22 23:22:15.674
3a7160a4-5857-45a7-967c-eff717f96a10,Señal en acrílico de 3mm con pictograma impresión vinil Arclad transparente con laminado blanco aplicado al espejo,AC20X30-3,AC20X30-3,20x30cm,articulos seguridad,https://tellsenales.com/seguridad/senales-en-acrilico-en-diferente-espesores-2mm-or-3mm-or-5mm/,0,12,6,2024-09-20 16:33:39.733,2024-09-21 16:48:12.927
3b37b946-3d06-4ceb-94de-82bd86da90e4,Cachaco de concreto de 1.2mts,CACH,CACH,und,proteccion vial,https://tellsenales.com/seguridad/cachaco-de-concreto/,0,25,12,2023-08-03 03:38:19.427,2024-09-19 20:46:17.982
3b7def99-c64e-4bb2-bcf5-ad1822f4f9f4,Banner termosellado con tubos superior e inferior + Parante publicitario  100x200cm,PPL,PPL,100x200cm,seguridad,,0,150,75,2023-09-08 15:09:09.111,2023-09-08 15:09:09.111
3beb103f-fc14-452f-a011-d7c201f00ec7,"Señal preventiva para obras con lamina reflectiva tipo IV Alta Intensidad Prismático (HIP) , soporte marco de madera con listo de 1x2"" + triplay de 4mm  y pictograma vinil rotulado.",TMH75x75,TMH75x75,75x75cm,obras,,0,125,73,2023-11-24 14:36:55.718,2023-11-24 14:36:55.718
3cb2eeca-be06-4fd9-b2f4-c810d9068f50,"Lámina reflectiva Grado Ingenieria 3M - 61cm x 45.7M ( Blanco, Azul, Amarillo, Verde, Rojo )",RGI-3M-60,RGI-3M-60,und,viniles,https://tellsenales.com/seguridad/rollo-lamina-reflectiva-grado-de-ingenieria-3m-61cm-serie-3200/,0,2800,2608,2025-01-08 23:08:58.540081,2025-01-08 23:08:58.540081
3cf0476e-a39b-401a-96b5-e4766bbafe45,Senal seguridad fotoluminiscente soporte: compuesto de aluminio 4mm lamina: fotoluminiscente de 5hrs pictograma: Impresión digital + sobrelaminado ( protección UV),SUSF,SUSF,60x40cm,fotoluminiscente,,0,55,55,2023-08-03 03:38:19.427,2023-08-03 03:38:19.427
3d0f930a-cd95-4b4d-807e-172918762d21,Señal sticker vinil marca Arclad con sobrelaminado (protección UV ),ST40X60,ST40X60,40x60cm,seguridad,https://tellsenales.com/seguridad/sticker-vinil-arclad-laminado-proteccion-uv/,0,12,5.6,2024-03-20 14:05:49.398,2024-08-24 22:52:25.912
3ef6591d-b4cb-4cb7-948b-7e7c464149e7,"Señal informativa para calles con lamina tipo IV Grado Prismático , pictograma impresión UV + sobrelaminado y soporte fibra de vidrio 4mm con refuerzo platina de 1 1/2""",FHI60X20,FHI60X20,60x20cm,viales,https://tellsenales.com/seguridad/senal-informativa-en-fibra-de-vidrio-4mm-con-lamina-reflectiva-hip/,0,80,46,2024-11-06 15:20:54.74991,2024-11-06 15:20:54.74991
3f36fae0-87c3-4098-bb41-10be182c9756,"Parante metálico tubo redondo 3"" x 2.5 mm x 3M   pintando base zincromato + gloss color verde",ps3x2.5x3,ps3x2.5x3,und,viales,,0,160,130,2023-10-23 22:39:52.707,2023-10-23 22:39:52.707
3f5873ee-10e8-4a19-bb14-091061affa29,Señal Reguladora Lámina: Reflectivo tipo IV Alta Intensidad Prismático 3M (HIP)  Soporte: Panel de aluminio compuesto 4mm Pictograma: Reflectivo Grado Ingeniería,SHR60-3M,SHR60-3M,60x60cm,viales,https://tellsenales.com/seguridad/senal-reflectivo-alta-intensidad-hip-con-soporte-sustrato-de-aluminio-4mm/,0,145,92,2025-01-03 03:19:40.773,2025-01-03 03:21:36.858
3f84f2f3-44ee-43b2-9216-ed5ce547d26e,"Señal Vertical Preventiva Lámina: Reflectivo tipo IV Grado Prismático (HIP) marca 3M  Soporte: fibra de vidrio 4mm con platina embebida de 1 1/2""x1/8"" Pictograma: Reflectivo Grado Ingenieria",FHP75-3M,FHP75-3M,75x75cm,viales,https://tellsenales.com/seguridad/senal-preventiva-en-fibra-de-vidrio-4mm-con-lamina-reflectiva-hip/,0,295,237,2025-01-02 02:12:20.849,2025-01-02 02:17:26.88
4063769e-f936-4aad-b94b-c0c2ea1383ec,Juego de Plantilla Alfabeto en aluminio  offset de 0.3MM [ A - Z ],PLA-A15,PLA-A15,15cm,seguridad,https://tellsenales.com/seguridad/plantilla-de-alfabeto-metalicos-para-pintar-de-a-z/,0,130,80,2024-11-04 21:34:57.44,2024-11-04 21:35:13.098
4100668a-a594-421f-a43b-480593c9a9fe,"Juego de Plantilla Números en aluminio  offset de 0.3MM  [ 0 - 9 ] ",PLA-N20,PLA-N20,20cm,seguridad,https://tellsenales.com/seguridad/plantilla-de-numeros-metalicos-para-pintar-del-0-al-9/,0,80,40,2024-05-23 16:38:47.965,2024-08-24 22:35:28.527
41aaa6f9-3561-4183-8d15-0a2801b67cbe,"Letrero tipo tijeral doble cara con estructura de madera ( liston de 2x2"" / triplay 4mm ) ,  impresión en vinil laminado, incluyen 3 bisagras - Medida de letrero 150x90cm  + patas de 30cm ",TJ120X150,TJ120X150,150X120cm,obras,,0,450,230,2023-11-24 16:07:37.3,2023-11-24 16:07:37.3
41d76826-eac5-4857-8028-15912ff0c79c,"Señal reguladora con lamina reflectiva tipo IV Alta Intensidad Prismático ( HIP ) y soporte  fibra de vidrio 4 mm con refuerzo platina de 1 1/2""",FHR120,FHR120,120x80cm,viales,https://tellsenales.com/seguridad/senal-reguladora-en-fibra-de-vidrio-4mm-con-lamina-reflectiva-hip/,0,360,255,2024-07-26 02:53:25.469,2024-08-24 22:48:54.224
41f4e4a4-6976-4e37-bbf4-58a1d98ed8fc,Cinta de doble contacto 19 mm x 33 mts color verde escocés,CDAST,CDAST,rollo,cintas seguridad,https://tellsenales.com/seguridad/cinta-doble-contacto-19mm-x-33mts-astara/,0,35,13,2023-08-03 03:38:19.427,2024-08-24 22:56:13.592
42b533e6-d61f-4dd4-8269-5fee3d40771f,"Megáfono Recargable 200W con Sistema de Grabación, Sirena, Bluetooth y usb - Batblack",Me200,Me200,Und,proteccion vial,,0,230,190,2024-05-07 16:35:15.189,2024-05-07 16:35:15.189
42e01d9e-9353-47c0-8303-162378dc887d,"Paleta de plásticos doble cara Pare / Siga de  30 x30 cm ",PL30,PL30,und,obras,https://tellsenales.com/seguridad/paleta-pare-siga-de-plasticos/,0,25,16,2023-08-03 03:38:19.427,2024-09-19 20:52:24.33
433d3457-5690-4db3-b455-8769e6a9b86e,Lámina reflectiva Grado Ingenieria 3M - 61cm x 45.7M - Negro,RGI-3M-60-NG,RGI-3M-60-NG,rollo,viniles,https://tellsenales.com/seguridad/rollo-lamina-reflectiva-grado-de-ingenieria-3m-61cm-serie-3200/,0,4950,4838,2025-01-08 23:10:03.266734,2025-01-08 23:10:18.649
43a871ac-c6d9-492a-8810-2ebcbd1de536,Correa nacional para camilla de rescate,CORR-RES,CORR-RES,und,epp,,0,0,0,2023-08-03 03:38:19.427,2023-08-03 03:38:19.427
440de38c-987c-49c8-9270-538c18fcca11,"Cinta reflectiva 2"" x 45.7M. marca Reflexlite, color azul",CRAZ-2,CRAZ-2,rollo,cintas seguridad,https://tellsenales.com/seguridad/cinta-reflectiva-2-pulgadas-5-cm-x-45-7mts-reflexlite/,0,150,92,2023-09-05 22:25:47.579,2024-08-24 23:24:17.159
4688db9a-7476-4759-b106-5afd7712c367,Vinil reflectivo grado diamante PC 122cm x 45.7M - Reflexlite,RREF120,RREF120,rollo,viniles,https://tellsenales.com/seguridad/vinil-reflectivo-grado-diamante-pc-122cm-reflexlite/,0,3000,175,2024-07-04 15:18:16.561,2024-11-09 16:38:07.96
4690e6f0-8a98-4e1d-976a-ea212e7a1663,Señal FOTOLUMINISCENTE con soporte pvc celtex 3 mm y pictograma vinil rotulado (troquelado) incluye cinta de doble contacto en 4 puntos,FT20X30,FT20X30,20x30cm,fotoluminiscente,https://tellsenales.com/seguridad/senal-fotoluminiscente-con-base-pvc-celtex-3mm/,7,8,3,2023-08-03 03:38:19.427,2024-09-21 23:48:59.723
46b12cf4-4577-42b9-a2f9-e2d8dae0ec50,Señal vinil arclad laminado (proteccion UV) c/ soporte pvc celtex espesor = 5mm,PVC20X30-5,PVC20X30-5,20x30cm,seguridad,https://tellsenales.com/seguridad/senal-vinil-laminado-con-base-pvc-celtex-3mm/,8,6,3,2023-08-03 03:38:19.427,2024-08-26 21:56:01.92
478c7961-1d10-4dd7-b774-06e3aed15207,"Cinta reflectiva 2"" x 45.7M. marca Reflexlite, color amarillo ambar",CRAM-2,CRAM-2,rollo,cintas seguridad,https://tellsenales.com/seguridad/cinta-reflectiva-2-pulgadas-5-cm-x-45-7mts-reflexlite/,0,160,95,2023-08-03 03:38:19.427,2024-08-24 23:23:45.275
48b4585c-ff58-4076-827f-55354a69a8a8,Paleta pare/ siga 30 x30 cm de triplay + mango de mandera - con vinil reflectivo grado igenieria,PAM-GI,PAM-GI,30x30cm,obras,https://tellsenales.com/seguridad/paleta-de-seguridad-pare-siga/,0,25,16,2023-08-03 03:38:19.427,2024-09-19 20:38:54.716
48f82e5d-f55a-403a-abee-0b8167fa3ad3,"Vinil Arclad  + sobrelaminado aplicado sobre soporte fibra de vidrio 4 mm ",VIF,VIF,120x60cm,convencionales,,0,180,115,2025-01-09 23:20:58.77941,2025-01-09 23:20:58.77941
495339fb-4e46-4ef5-a8f9-37fdc724e72e,Señal fotoluminiscente lamina: fotoluminiscente 5 hrs impresion: digital tinta eco- solvente soporte: pvc celtex 3 mm,FT-IM,FT-IM,20x30cm,fotoluminiscente,,0,8,4,2023-08-03 03:38:19.427,2023-08-03 03:38:19.427
4a08dd82-b5bb-4a4d-a742-16b48cce6927,Señal Fotoluminiscente con soporte fibra de vidrio 4mm,FFT60x90,FFT60x90,60x90cm,fotoluminiscente,,0,140,102,2024-03-12 22:33:29.64,2024-03-12 22:33:29.64
4a2b1ce5-98f3-409f-81ca-dccf91e5ea50,Lamina Reflectiva tipo IV Alta intensidad Prismatico (HIP) - Coreano de 1.22 x 45.7 M. Color:,COR60,COR60,rollo,viniles,https://tellsenales.com/seguridad/reflectivo-alta-intensidad-prismatico-hip-coreano/,0,200,1500,2024-09-19 21:28:40.047,2024-11-09 16:37:13.824
4ab4a565-3e05-4d81-b1c3-56179ec4bbc2,Señal para obras vinil laminado aplicado sobre soporte Trupan Génerico (MDF) 4mm,TRU40X60,TRU40X60,40x60cm,obras,https://tellsenales.com/seguridad/senales-temporales-vinil-con-soporte-triplay-4mm-para-obras-y-construccion/,0,17,9,2024-10-03 21:33:03.284604,2024-10-03 21:35:50.204
4b9c6836-6d6c-463b-9f4e-754773833421,"Lámina retroreflectiva tipo IV grado prismático ( Color blanco ) , pictograma: reflectivo grado Ingeniería ",LHR60X60,LHR60X60,80x80cm,viales,https://tellsenales.com/seguridad/lamina-reflectiva-hip-con-pictograma-rotulado-o-impresion-uv/,0,85,40,2024-11-09 15:49:48.639,2024-11-09 15:52:38.591
4b9f9b2b-81db-4bdc-8e1e-c87d121afec2,Cono de seguridad de 18 pulgadas ( 45 cm ),CN-18,CN-18,und,proteccion vial,,0,25,14.5,2023-08-03 03:38:19.427,2023-08-03 03:38:19.427
4bbb4bc9-72cf-4d03-b54c-3a2d4faf6d5b,"Vinil color brillo para corte marca  REFLEXLITE 0.61 x 45.7 Metros  ",RVN-BR,RVN-BR,rollo,viniles,https://tellsenales.com/seguridad/vinil-de-corte-reflexlite-61cm-x-45-7m/,0,230,150,2023-08-03 03:38:19.427,2024-09-19 20:51:35.244
4c9decd8-e1c9-46e7-a40e-459e729658cd,Camilla de rescate con correas,CM-RES,CM-RES,und,proteccion vial,https://tellsenales.com/seguridad/cinta-reflectiva-4-pulgadas-10-cm-x-45-7mts-reflexlite/,0,230,180,2023-08-03 03:38:19.427,2024-09-19 20:27:42.375
4d6e1a07-f16d-4853-afef-c9f4e255997e,"Señal vertical informativa Soporte: fibra de vidrio 4mm con refuerzo angulo de 1 1/2"" lamina: retroreflectiva tipo IV Alta Intensidad Prismático ( HIP ) Pictograma impresión UV + sobrelaminado",FHI-UV,FHI-UV,70x40cm,viales,https://tellsenales.com/seguridad/senal-informativa-en-fibra-de-vidrio-4mm-con-lamina-reflectiva-hip/,0,130,76,2024-03-15 22:03:12.51,2024-08-24 22:44:37.931
4db0d791-bdf1-4212-8c6d-5a4485e7859c,Vara luminosa a pilas color rojo ( usa 2 Pilas D - no incluidas ),VL-PL-RJ,VL-PL-RJ,und,proteccion vial,https://tellsenales.com/seguridad/vara-luminosa-rojo-con-pilas/,0,15,8,2023-08-03 03:38:19.427,2024-09-19 20:44:55.579
4f5de235-6e33-40d3-965b-5bd1caa14936,Chaleco drill 4 bolsillos - Con logo bordado pecho y espalda,CH-DRILL,CH-DRILL,und,ropa seguridad,,0,40,40,2023-08-03 03:38:19.427,2023-08-03 03:38:19.427
4f60ed43-ceac-4c3c-84c8-6a3b4efe263c,"Juego de Plantilla Números en aluminio  offset de 0.3MM  [ 0 - 9 ] ",PLA-N3,PLA-N3,3cm,seguridad,https://tellsenales.com/seguridad/plantilla-de-numeros-metalicos-para-pintar-del-0-al-9/,0,40,15,2024-05-09 17:38:05.81,2024-08-24 22:35:00.484
4f6e668f-dc41-4b51-b3b0-38d29341eeec,Vinil Reflectivo Grado Ingenieria Reflexlite de 61cm - color Amarillo ambar,R60-AM,R60-AM,rollo,viniles,https://tellsenales.com/seguridad/vinil-reflectivo-grado-ingenieria-reflexlite-de-61cm/,0,350,280,2023-09-13 15:35:38.271,2024-08-24 23:27:29.799
4f71794b-a420-403c-a972-12d40adf40e3,Tachones viales reflectivos / Reductores de velocidad - Color Rojo / Blanco / Amarillo,tch,tch,und,articulos seguridad,,1,40,30,2024-05-06 16:19:11.036,2024-05-06 16:19:11.036
50879a8e-1584-476e-b861-b06814a14dfe,Señal fotoluminiscente con soporte pvc celtex 5 mm y pictograma en vinil rotulado (troquelado),FT30X40-5MM,FT30X40-5MM,30x40cm,fotoluminiscente,https://tellsenales.com/seguridad/senal-fotoluminiscente-con-base-pvc-celtex-3mm/,0,16,8,2024-05-30 21:19:57.39,2024-08-24 23:01:27.388
51f78f7c-8b69-4a5c-b629-b26920d19404,Señal en acrílico de 3mm con pictograma impresión vinil Arclad transparente con laminado blanco aplicado al espejo,AC30X40-3,AC30X40-3,30x40cm,seguridad,https://tellsenales.com/seguridad/senales-en-acrilico-en-diferente-espesores-2mm-or-3mm-or-5mm/,0,24,12,2024-06-20 21:47:15.158,2024-09-21 16:48:33.217
540b4bf4-4a0f-4e82-9162-fea4bfb4809f,Señal sticker vinil marca Arclad con sobrelaminado (protección UV ),ST30X40,ST30X40,30x40cm,seguridad,https://tellsenales.com/seguridad/sticker-vinil-arclad-laminado-proteccion-uv/,0,5,2.5,2024-03-20 14:06:54.839,2024-08-24 22:52:19.564
5454ad91-976b-4f23-8eb3-4862dadedbde,"Rollo cinta antideslizante 2"" x18 mts fotoluminiscente 3M",CA3MFOT,CA3MFOT,rollo,cintas seguridad,,0,350,300,2023-08-03 03:38:19.427,2023-08-03 03:38:19.427
54cd3f91-b67f-4811-bda8-b61a7bc8ef2b,"Señal preventiva para obras con lamina reflectiva grado ingenieria ( GI), soporte triplay 4 mm y pictograma vinil rotulado",TRR60x60,TRR60x60,60x60cm,obras,,0,30,16,2023-08-03 03:38:19.427,2023-08-03 03:38:19.427
54fee407-dad6-4b7f-b8cd-44ea917c7bab,"Letrero para obras con estructura de madera Tijeral , con liston de 1x2"" + triplay 4mm + pictograma vinil laminado + 2 visagras - Una cara",TIJ,TIJ,und,obras,,0,80,80,2023-08-03 03:38:19.427,2023-08-03 03:38:19.427
5508295b-21e5-4839-a754-e2841219042e,Señal para obras vinil Arclad laminado con soporte triplay 4 mm,Tr60x60,Tr60x60,60x60cm,obras,,0,25,15,2023-10-22 23:21:10.48,2023-10-22 23:21:10.48
554c5b07-33a6-43ab-982e-99dd0a75bebb,Señal Chevrón Lámina: Reflectivo tipo XI Grado Diamante (3M DG3)  Soporte: Panel de aluminio compuesto 4mm Pictograma: Reflectivo Grado Ingenieria,CHE40X60-S-DG3,CHE40X60-S-DG3,40x60cm,viales,https://tellsenales.com/seguridad/senal-preventiva-chevron-con-lamina-reflectiva-hip-con-soporte-compuesto-de/,0,150,98,2025-01-03 04:45:43.328,2025-01-03 04:47:04.56
55abeca5-ac2b-46af-9dbe-bff539593d6d,"Cinta Reflectiva 2"" x 45.7mts  -Marca 3M HIP (Alta Intensidad Prismático) - Color Azul",CHAZ-3M,CHAZ-3M,Rollo,cintas seguridad,,0,390,450,2023-09-19 00:35:06.077,2023-09-19 00:35:06.077
55e05ef7-6ca4-42c4-9df7-e67dc31f148c,"Señal vertical informativa con lamina reflectiva tipo IV Alta Intensidad Prismático (HIP) , letras y marco Reflectivo Grado Ingenieria(GI) con soporte compuesto de aluminio 4mm",SHI60X30,SHI60X30,60x30cm,viales,https://tellsenales.com/seguridad/senales-informativas-para-calles-con-lamina-reflectiva-y-soporte-compuesto/,0,65,35,2024-03-11 18:45:46.45,2024-08-24 22:46:50.989
5704c6c7-33d3-4c0d-ab31-82269854ab9e,Maletin de abordaje,mal-abo,mal-abo,und,articulos seguridad,,0,160,120,2024-04-04 14:21:05.346,2024-04-04 14:21:05.346
579f38f7-24e3-4f7c-94b1-eec7a55c765a,"Cinta reflectiva grado ingeniería 2"" x 45.7M, color amarrillo -  Reflexlite",CIAM,CIAM,rollo,cintas seguridad,https://tellsenales.com/seguridad/cinta-senalizacion-grado-ingenieria-amarillo/,0,50,30,2023-08-03 03:38:19.427,2024-10-29 14:52:55.222
579fe0df-6566-4455-81e5-c9a301e4d078,Zapato punta de acero nacional,ZAP-ACER,ZAP-ACER,und,epp,https://tellsenales.com/seguridad/zapato-de-seguridad-punta-de-acero-nacional/,0,35,25,2024-08-22 15:31:14.182804,2024-09-19 20:21:21
57a04e47-8e2d-4b63-995f-de912f937743,Señal Vertical Preventiva Lámina: Reflectivo tipo IV Alta Intensidad Prismático  (HIP) Soporte: Panel Aluminio Compuesto 4mm Pictograma: Reflectivo Grado Ingeniería,SHP75,SHP75,75X75cm,viales,https://tellsenales.com/seguridad/senal-preventiva-con-lamina-de-alta-intensidad-hip-y-soporte-sustrato-de/,9,180,117,2024-11-25 15:04:46.867,2025-01-03 03:01:32.817
583db02b-ab13-4707-b27d-a57c18d4a8bf,"Señal informativa con lámina reflectiva tipo IV Alta Intensidad Prismático (HIP), soporte fibra de vidrio 4mm con refuerzo de  ángulo y pictograma tipo I Grado Ingeniería ",FHI120X60,FHI120X60,120x60cm,viales,https://tellsenales.com/seguridad/senal-informativa-en-fibra-de-vidrio-4mm-con-lamina-reflectiva-hip/,0,300,187,2024-05-21 16:43:08.006,2024-08-24 22:44:14.136
58548351-e2b4-4fc9-8ce0-ad9938d479b1,Señal sticker vinil marca Arclad con sobrelaminado (protección UV ),ST20X30,ST20X30,20x30cm,seguridad,https://tellsenales.com/seguridad/sticker-vinil-arclad-laminado-proteccion-uv/,0,2.5,1.2,2023-08-03 03:38:19.427,2024-08-24 22:52:46.952
58c4cea8-c5b0-45d8-8f17-9b21c3b27df7,"Señal Vertical Reguladora Lámina: Reflectivo tipo IV Grado Prismático (HIP) marca 3M  Soporte: fibra de vidrio 4mm con platina embebida de 1 1/2""x1/8"" Pictograma: Reflectivo Grado Ingenieria",FHR60-3M,FHR60-3M,60x60cm,viales,https://tellsenales.com/seguridad/senal-reguladora-en-fibra-de-vidrio-4mm-con-lamina-reflectiva-hip/,10,165,113,2024-12-16 22:43:37.391,2024-12-16 22:44:23.302
5906171d-ac5e-4d73-b01c-dc20f0fb6af0,Señal STICKER FOTOLUMINISCENTE de 5 hrs pictograma: Impresión digital Ecosolvente + sobrelaminado ( protección UV),SFT20X30-IMP,SFT20X30-IMP,20x30cm,fotoluminiscente,https://tellsenales.com/seguridad/sticker-fotoluminiscente-con-pictograma-vinil-rotulado/,0,8,3,2024-10-17 21:15:17.039,2024-10-17 21:16:23.98
596896a2-f464-4df3-96fe-7fcd1a23f895,Juego de numeracion   [ 0 - 9 ]  en  vinil Arclad laminado con soporte pvc celtex 3mm,NUM-PVC,NUM-PVC,12 x 12cm,seguridad,https://tellsenales.com/seguridad/senal-vinil-laminado-con-base-pvc-celtex-3mm/,0,15,5,2024-09-06 19:54:17.523617,2024-09-06 19:56:04.03
5ab51d33-9235-4bdc-9d55-182c8d5b7169,"Tranquera para obras impresion vinil laminado , con estructura de madera liston 2 x2""",TRQ,TRQ,150x120cm,obras,https://tellsenales.com/seguridad/tranquera-de-madera-para-control-de-transito-en-zona-de-obras/,0,230,170,2023-08-03 03:38:19.427,2024-09-19 20:23:50.628
5aed2b1e-ea47-4dfd-9626-fb4a1f4f9d89,Señal fotoluminiscente con soporte compuesto de aluminio 4mm y pictograma en vinil rotulado (troquelado),SFT150X120,SFT150X120,150x120cm,fotoluminiscente,,0,330,210,2024-10-14 14:57:54.121,2024-10-14 14:58:58.637
5b029e6f-57f8-4d89-8bfe-28104a17229f,Señal sticker vinil marca Arclad con sobrelaminado (protección UV ),ST15X20,ST15X20,15x20cm,seguridad,https://tellsenales.com/seguridad/sticker-vinil-arclad-laminado-proteccion-uv/,0,1.5,2,2024-05-15 14:35:11.089,2024-08-24 22:52:15.023
5bbd864d-7731-4c60-a0c5-f091086abb92,"Cinta Peligro 5"" x 450 M. - color amarillo",CPRJ450,CPRJ450,Rollo,cintas seguridad,https://tellsenales.com/seguridad/cinta-peligro-amarillo-o-rojo/,0,65,45,2023-10-19 01:14:36.04,2024-11-03 15:56:38.521
5c06f258-7cb9-4a0b-87d3-dd621104fd59,Señal fotoluminiscente soporte: pvc celtex 3 mm pictograma: vinil rotulado,Ft30X40,Ft30X40,45X30cm,fotoluminiscente,,8,18,10,2023-11-16 13:04:07.991,2023-11-16 13:04:07.991
5d0988bc-94af-40e1-8b7d-77f9171ef545,Vinil fotoluminiscente verde mate 61cm x 45.7M - Reflexlite,R60-FTM,R60-FTM,rollo,viniles,https://tellsenales.com/seguridad/vinil-fotoluminiscente-verde-brilloso-61cm/,0,1100,810,2023-09-13 15:37:34.823,2024-11-06 22:00:21.65
